price,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,house_age,bathroom_full,bathroom_3_quarter,bathroom_half,bathroom_1_quarter,has_renovated
450000.0,3,2060,44866,1.0,0,0,3,2060,0,Woodinville,61,1.0,0.0,1.0,0.0,0
1300000.0,4,4380,74052,1.0,0,0,3,4380,0,Redmond,13,3.0,0.0,1.0,0.0,0
300000.0,3,1090,9900,1.0,0,0,4,1090,0,Redmond,59,1.0,0.0,0.0,0.0,1
320000.0,3,1480,7225,1.0,0,0,4,1480,0,Renton,49,1.0,1.0,0.0,0.0,0
387500.0,4,1320,4440,1.5,0,0,3,1320,0,Seattle,85,1.0,0.0,0.0,0.0,0
458000.0,1,2140,10350,1.0,0,0,3,1470,670,Woodinville,38,2.0,0.0,0.0,0.0,0
1212500.0,4,4560,16643,1.0,0,3,3,2230,2330,Bellevue,19,3.0,0.0,1.0,0.0,0
380000.0,4,2800,9764,2.0,0,0,3,2800,0,Maple Valley,12,3.0,0.0,0.0,0.0,0
200000.0,3,1050,5000,1.0,0,0,4,1050,0,Renton,47,1.0,0.0,0.0,0.0,0
385000.0,3,1490,9630,1.0,0,0,4,1490,0,Kenmore,55,1.0,0.0,1.0,0.0,0
396675.0,2,1730,6375,2.0,0,0,4,1730,0,Seattle,69,1.0,0.0,0.0,0.0,0
452000.0,4,1210,3760,1.5,0,0,3,1210,0,Seattle,114,1.0,0.0,0.0,0.0,1
426000.0,4,2800,8494,2.0,0,0,3,2800,0,Maple Valley,10,2.0,0.0,1.0,0.0,1
792000.0,3,1570,1050,2.0,0,0,3,1570,0,Seattle,99,1.0,0.0,1.0,0.0,0
315000.0,3,1400,31626,1.0,0,0,2,1140,260,Auburn,27,2.0,0.0,0.0,0.0,0
1275000.0,4,2850,7861,1.0,0,4,4,1450,1400,Seattle,44,2.0,0.0,0.0,0.0,0
326000.0,6,1880,7200,1.0,0,0,4,1880,0,Renton,48,3.0,0.0,0.0,0.0,0
268500.0,2,790,8424,1.0,0,0,4,790,0,Shoreline,61,1.0,0.0,0.0,0.0,1
440000.0,2,1300,4000,2.0,0,0,3,1300,0,Seattle,66,1.0,1.0,0.0,0.0,1
300000.0,3,2120,7735,1.0,0,0,4,1060,1060,Renton,47,1.0,0.0,0.0,0.0,0
525000.0,3,1540,4773,2.0,0,0,3,1540,0,Seattle,73,1.0,0.0,1.0,0.0,1
978000.0,4,2620,13777,1.5,0,2,4,1720,900,Seattle,88,2.0,1.0,0.0,0.0,1
1125000.0,6,2880,3192,2.0,0,0,4,2180,700,Seattle,95,3.0,0.0,0.0,0.0,1
700000.0,4,1680,4021,1.5,0,0,3,1680,0,Seattle,93,1.0,0.0,0.0,0.0,1
315000.0,2,790,6969,1.0,0,0,3,790,0,Redmond,59,1.0,0.0,0.0,0.0,1
309000.0,3,1092,7500,1.5,0,0,3,1092,0,Seattle,96,1.0,0.0,0.0,0.0,0
219950.0,3,1650,9936,1.0,0,0,3,1090,560,Federal Way,47,1.0,0.0,1.0,0.0,1
289000.0,3,2090,4700,2.0,0,0,3,2090,0,Covington,12,2.0,0.0,1.0,0.0,0
210000.0,4,2180,28710,1.0,0,0,3,1180,1000,SeaTac,64,1.0,1.0,0.0,0.0,1
260000.0,4,1990,6671,2.0,0,0,3,1990,0,Federal Way,25,2.0,0.0,1.0,0.0,0
699000.0,4,2650,7945,2.0,0,0,3,2650,0,Seattle,8,2.0,0.0,1.0,0.0,0
1800000.0,4,4460,16953,1.0,0,0,3,2550,1910,Medina,52,3.0,0.0,1.0,0.0,1
299950.0,3,910,8000,1.0,0,0,4,740,170,Shoreline,64,1.0,0.0,0.0,0.0,1
749950.0,3,2770,10773,2.0,0,2,3,2770,0,Bellevue,22,2.0,0.0,1.0,0.0,0
1100000.0,3,2390,6888,2.0,0,1,5,2390,0,Seattle,75,2.0,0.0,0.0,0.0,0
555000.0,3,3050,158558,1.0,0,0,4,3050,0,Renton,27,2.0,0.0,1.0,0.0,0
384000.0,3,1700,4000,2.0,0,0,3,1700,0,Snoqualmie,11,2.0,0.0,1.0,0.0,0
499950.0,5,3200,43560,2.0,0,0,3,3200,0,Renton,25,3.0,0.0,1.0,0.0,0
430000.0,3,1200,4500,1.0,0,0,5,1200,0,Seattle,108,1.0,1.0,0.0,0.0,0
350000.0,4,2220,6953,2.0,0,0,4,2220,0,Maple Valley,15,2.0,0.0,0.0,0.0,0
620000.0,3,2480,9041,2.0,0,0,3,2480,0,Redmond,10,2.0,0.0,1.0,0.0,1
765000.0,4,2560,12100,1.0,0,0,4,1760,800,Redmond,38,2.0,0.0,0.0,0.0,1
250000.0,4,2500,6300,1.0,0,0,4,1500,1000,Kent,53,1.0,0.0,1.0,0.0,1
376000.0,2,1150,4000,1.0,0,0,3,1150,0,Seattle,67,1.0,0.0,0.0,0.0,1
475000.0,4,1650,7775,1.0,0,0,4,1150,500,Seattle,64,1.0,1.0,0.0,0.0,1
120750.0,3,1140,9628,1.0,0,0,4,1140,0,Federal Way,45,1.0,1.0,0.0,0.0,0
1690000.0,3,3400,8965,1.0,0,2,5,1820,1580,Seattle,57,1.0,1.0,0.0,0.0,0
330000.0,3,1180,43124,1.0,0,0,4,1180,0,Issaquah,55,1.0,0.0,0.0,0.0,0
619500.0,3,1700,4105,2.0,0,0,3,1700,0,Seattle,22,2.0,0.0,1.0,0.0,0
345000.0,3,1240,11200,1.0,0,0,4,1240,0,Bellevue,60,1.0,0.0,1.0,0.0,1
598000.0,5,2890,12478,2.0,0,0,3,2890,0,Sammamish,37,2.0,0.0,0.0,0.0,1
335000.0,3,1060,10050,1.0,0,0,4,1060,0,Kenmore,47,1.0,0.0,0.0,0.0,0
372500.0,4,1590,10523,2.0,0,0,4,1590,0,Shoreline,92,1.0,1.0,0.0,0.0,0
300000.0,6,2860,5682,2.0,0,0,3,2860,0,Auburn,36,5.0,0.0,0.0,0.0,0
194000.0,1,820,1060,1.0,0,0,3,760,60,Seattle,7,1.0,0.0,0.0,0.0,0
507500.0,3,2020,8118,1.0,0,0,3,1020,1000,Bellevue,51,2.0,0.0,0.0,0.0,1
325000.0,4,1870,9680,1.0,0,0,4,1170,700,Kirkland,55,2.0,0.0,0.0,0.0,0
329900.0,3,2170,4905,2.0,0,0,3,2170,0,Maple Valley,10,2.0,0.0,1.0,0.0,1
329000.0,4,1600,6765,1.0,0,0,3,830,770,Seattle,67,2.0,0.0,1.0,0.0,1
494000.0,4,2090,4300,1.5,0,0,4,1250,840,Seattle,89,1.0,1.0,0.0,0.0,1
206000.0,4,1700,6025,1.0,0,0,3,1700,0,Auburn,36,2.0,0.0,0.0,0.0,0
423000.0,4,1940,6909,1.0,0,0,4,970,970,Seattle,73,1.0,1.0,0.0,0.0,1
259000.0,3,1320,8625,1.0,0,0,4,1320,0,Renton,57,1.0,0.0,0.0,0.0,1
879950.0,4,3500,13875,1.0,0,4,4,1830,1670,Seattle,76,2.0,0.0,0.0,0.0,0
345600.0,5,2800,5120,2.5,0,0,3,2800,0,Seattle,111,3.0,0.0,1.0,0.0,1
395000.0,3,1080,2940,1.5,0,0,4,1080,0,Seattle,94,1.0,0.0,1.0,0.0,0
625000.0,4,3550,8048,2.0,0,0,3,3550,0,Snoqualmie,7,2.0,0.0,1.0,0.0,0
380000.0,3,1690,1468,2.0,0,0,3,1380,310,Seattle,6,1.0,1.0,0.0,0.0,0
440000.0,3,1270,1443,3.0,0,0,3,1270,0,Seattle,7,1.0,0.0,1.0,0.0,0
415000.0,3,1970,2377,2.0,0,0,3,1680,290,Seattle,6,2.0,0.0,0.0,0.0,0
860000.0,4,3160,8097,2.0,0,0,3,3160,0,Kirkland,0,2.0,1.0,0.0,0.0,0
500000.0,3,1210,1200,3.0,0,0,3,1210,0,Seattle,6,2.0,0.0,1.0,0.0,0
953007.0,4,3120,5086,2.0,0,0,3,2480,640,Seattle,6,3.0,0.0,1.0,0.0,0
515000.0,4,2670,8765,2.0,0,0,3,2670,0,Renton,8,2.0,0.0,1.0,0.0,0
772000.0,3,1640,1204,3.0,0,0,3,1640,0,Seattle,0,2.0,0.0,0.0,0.0,0
329995.0,4,2303,3680,2.0,0,0,3,2303,0,Auburn,1,2.0,0.0,1.0,0.0,1
409316.0,3,1800,3168,2.0,0,0,3,1800,0,Snoqualmie,0,2.0,0.0,1.0,0.0,0
490000.0,5,4460,2975,3.0,0,2,3,3280,1180,Seattle,1,3.0,0.0,1.0,0.0,1
305000.0,2,1590,2656,2.0,0,0,3,1220,370,Seattle,5,2.0,0.0,1.0,0.0,0
785000.0,4,3070,4684,2.0,0,0,3,2190,880,Issaquah,5,3.0,0.0,1.0,0.0,0
240000.0,2,1330,7200,1.0,0,0,3,1330,0,SeaTac,21,1.0,1.0,0.0,0.0,0
325000.0,3,990,6750,1.0,0,0,4,990,0,Seattle,67,1.0,0.0,0.0,0.0,1
535800.0,4,1900,5790,2.0,0,0,3,1900,0,Issaquah,20,2.0,0.0,1.0,0.0,0
720000.0,3,2020,1159,3.0,0,3,3,2020,0,Seattle,14,2.0,0.0,1.0,0.0,0
374000.0,3,2000,9416,1.0,0,0,4,2000,0,Kirkland,53,1.0,1.0,0.0,0.0,1
189650.0,2,1100,7600,1.0,0,0,3,1100,0,Des Moines,34,1.0,1.0,0.0,0.0,0
420850.0,1,960,40946,1.0,0,0,5,960,0,Carnation,69,1.0,0.0,0.0,0.0,0
815000.0,4,3488,9614,2.0,0,0,3,3488,0,Redmond,16,2.0,1.0,0.0,0.0,1
1065000.0,2,1890,9466,2.0,0,0,3,1890,0,Bellevue,27,1.0,1.0,0.0,0.0,1
199000.0,4,2030,8120,2.0,0,0,3,2030,0,Seattle,64,2.0,0.0,0.0,0.0,1
195000.0,3,1380,7350,1.0,0,0,3,990,390,Covington,33,1.0,1.0,0.0,0.0,1
1506000.0,4,3660,5800,2.5,0,0,3,3360,300,Seattle,105,3.0,0.0,0.0,0.0,1
288400.0,3,1870,3230,2.0,0,0,3,1870,0,Renton,17,2.0,0.0,0.0,0.0,0
442000.0,4,2080,12007,1.0,0,0,4,1220,860,Sammamish,35,2.0,0.0,0.0,0.0,0
619420.0,4,2450,14803,2.0,0,0,4,2450,0,Newcastle,26,2.0,1.0,0.0,0.0,0
635000.0,4,2750,6180,1.0,0,0,4,1500,1250,Seattle,66,2.0,0.0,0.0,0.0,0
210000.0,3,1240,4842,1.0,0,0,4,1240,0,Seattle,98,1.0,0.0,0.0,0.0,0
512500.0,3,1900,7604,2.0,0,0,3,1900,0,Kirkland,24,2.0,0.0,1.0,0.0,1
567000.0,3,2540,6093,2.0,0,0,3,2540,0,Kirkland,15,2.0,0.0,1.0,0.0,0
525000.0,3,2100,10362,2.0,0,0,3,1510,590,Snoqualmie Pass,16,2.0,1.0,0.0,0.0,1
475000.0,4,1790,2250,1.0,0,2,4,840,950,Seattle,105,2.0,0.0,0.0,0.0,1
250000.0,3,1170,7258,1.0,0,0,3,1170,0,Auburn,30,2.0,0.0,0.0,0.0,0
220000.0,3,1060,9126,1.0,0,2,5,1060,0,Enumclaw,58,1.0,0.0,0.0,0.0,0
230000.0,5,1930,6120,1.5,0,0,3,1930,0,Seattle,73,2.0,0.0,0.0,0.0,1
385500.0,3,1540,7947,1.0,0,0,3,1120,420,Bothell,53,2.0,0.0,0.0,0.0,1
895000.0,5,2876,13927,1.0,0,2,4,1970,906,Mercer Island,41,3.0,0.0,0.0,0.0,0
368250.0,3,2150,7484,2.0,0,0,3,2150,0,Sammamish,26,2.0,0.0,1.0,0.0,1
249900.0,2,1140,5500,1.0,0,0,3,1140,0,Seattle,67,1.0,0.0,0.0,0.0,1
350000.0,3,980,7790,1.0,0,0,5,980,0,Kirkland,45,1.0,0.0,1.0,0.0,0
175000.0,3,1230,13056,1.0,0,0,4,1230,0,Auburn,52,1.0,1.0,0.0,0.0,0
270000.0,3,1390,10905,1.0,0,0,3,860,530,Seattle,57,1.0,1.0,0.0,0.0,1
495000.0,3,2380,6250,2.0,0,3,3,1670,710,Seattle,17,3.0,0.0,1.0,0.0,0
1580000.0,3,3690,7200,2.0,0,0,3,3690,0,Kirkland,7,3.0,0.0,0.0,0.0,0
330000.0,3,1250,9126,1.0,0,0,3,1250,0,Woodinville,45,1.0,0.0,0.0,0.0,1
1003000.0,4,2290,6120,2.0,0,0,4,2170,120,Seattle,88,2.0,1.0,0.0,0.0,1
299800.0,2,790,5240,1.0,0,0,4,790,0,Seattle,89,1.0,0.0,0.0,0.0,1
299900.0,3,2720,6014,2.0,0,0,3,2720,0,Auburn,12,2.0,0.0,1.0,0.0,0
691000.0,4,2550,8632,1.0,0,0,3,1700,850,Kirkland,42,2.0,1.0,0.0,0.0,1
195000.0,2,1080,3899,1.0,0,0,4,1080,0,Des Moines,42,1.0,0.0,0.0,0.0,0
405000.0,3,2470,9620,1.0,0,1,4,1570,900,Des Moines,52,1.0,1.0,0.0,0.0,0
256750.0,3,1990,8991,1.0,0,0,3,1570,420,Kent,45,2.0,0.0,1.0,0.0,1
332500.0,3,1800,10500,2.0,0,0,3,1800,0,Maple Valley,19,2.0,0.0,0.0,0.0,0
975000.0,5,4850,36450,2.0,0,0,3,4850,0,Bellevue,37,4.0,0.0,0.0,0.0,1
218000.0,3,1020,7874,1.0,0,0,3,1020,0,Seattle,58,1.0,0.0,0.0,0.0,1
429000.0,3,2420,49928,2.0,0,0,3,1860,560,Issaquah,29,2.0,0.0,1.0,0.0,0
589000.0,4,2910,5776,2.0,0,2,3,2910,0,Snoqualmie,16,2.0,0.0,1.0,0.0,1
255000.0,3,1060,9039,1.0,0,0,3,1060,0,Renton,41,1.0,0.0,1.0,0.0,1
668750.0,4,2340,6420,1.0,0,2,3,1590,750,Shoreline,50,2.0,0.0,1.0,0.0,1
344500.0,4,1800,5453,1.0,0,0,3,1050,750,Renton,12,2.0,1.0,0.0,0.0,0
452000.0,4,1660,6150,1.0,0,0,3,850,810,Seattle,69,2.0,0.0,0.0,0.0,1
540000.0,3,1300,62290,1.0,0,0,3,1300,0,Redmond,31,1.0,1.0,0.0,0.0,1
246000.0,3,1780,23819,1.0,0,0,3,1780,0,Seattle,61,1.0,0.0,1.0,0.0,0
535000.0,2,1030,4841,1.0,0,0,3,920,110,Seattle,75,1.0,0.0,0.0,0.0,1
970000.0,4,2790,5420,1.0,0,3,3,1130,1660,Shoreline,51,3.0,0.0,0.0,0.0,1
430000.0,3,1150,3000,1.0,0,0,5,1150,0,Seattle,108,1.0,0.0,0.0,0.0,0
520000.0,4,3290,11446,2.0,0,0,3,3290,0,Kenmore,22,2.0,0.0,1.0,0.0,0
450000.0,2,1200,4000,1.0,0,0,3,1070,130,Seattle,74,1.0,0.0,0.0,0.0,1
220000.0,4,2160,8005,2.0,0,0,3,2160,0,Pacific,21,2.0,0.0,1.0,0.0,0
525000.0,3,1450,4000,1.0,0,1,4,950,500,Seattle,66,1.0,0.0,0.0,0.0,0
1220000.0,4,3240,3600,2.0,0,0,3,2060,1180,Seattle,6,2.0,0.0,1.0,0.0,0
540000.0,3,1470,1691,2.0,0,0,3,1000,470,Seattle,7,2.0,0.0,0.0,0.0,0
600000.0,4,2360,5226,2.0,0,0,3,2360,0,Kirkland,13,2.0,0.0,1.0,0.0,0
600000.0,3,2230,9053,2.0,0,0,4,2230,0,Bellevue,27,2.0,0.0,0.0,0.0,0
625000.0,4,2630,48706,2.0,0,0,3,2630,0,Woodinville,28,2.0,0.0,1.0,0.0,0
150000.0,3,1010,25000,1.0,0,0,3,1010,0,Carnation,48,1.0,0.0,0.0,0.0,1
389999.0,3,1445,1471,2.0,0,0,3,1300,145,Issaquah,11,2.0,0.0,0.0,0.0,0
285000.0,3,2380,6000,1.5,0,0,3,1320,1060,Seattle,79,1.0,1.0,0.0,0.0,1
744000.0,4,2830,13059,2.0,0,0,3,2830,0,Sammamish,16,2.0,1.0,0.0,0.0,1
700000.0,4,3010,46173,2.0,0,0,3,3010,0,Redmond,18,2.0,0.0,1.0,0.0,0
318989.0,4,2000,9000,1.0,0,0,4,2000,0,Federal Way,36,2.0,0.0,0.0,0.0,1
556000.0,3,2020,3600,2.0,0,0,3,2020,0,Kirkland,16,2.0,0.0,0.0,0.0,1
275000.0,3,2030,6326,2.0,0,0,3,2030,0,Maple Valley,21,2.0,0.0,1.0,0.0,0
430000.0,3,2550,11160,2.0,0,0,3,2550,0,Shoreline,20,2.0,1.0,0.0,0.0,0
300000.0,2,970,13700,1.0,0,0,3,970,0,Seattle,65,1.0,0.0,0.0,0.0,1
396450.0,3,1540,12446,1.0,0,0,5,1540,0,Issaquah,47,1.0,1.0,0.0,0.0,0
225000.0,2,1396,111949,1.0,0,0,3,1396,0,Redmond,74,1.0,0.0,0.0,0.0,1
700000.0,4,2780,7875,2.0,0,0,3,2780,0,Seattle,8,3.0,0.0,0.0,0.0,0
260000.0,6,2220,8797,1.0,0,0,3,2220,0,Auburn,37,2.0,0.0,0.0,0.0,1
655000.0,4,2350,13402,2.0,0,3,3,1670,680,Kirkland,20,3.0,0.0,1.0,0.0,0
1185000.0,3,2760,40946,2.0,0,0,5,2760,0,Bellevue,36,2.0,0.0,0.0,0.0,0
1550000.0,3,4460,26027,2.0,0,0,3,4460,0,Kirkland,22,2.0,0.0,1.0,0.0,0
413800.0,3,1440,4421,1.0,0,0,3,1440,0,Redmond,7,2.0,0.0,0.0,0.0,0
950000.0,5,5330,6000,2.0,0,2,3,3570,1760,Issaquah,8,3.0,1.0,0.0,0.0,0
334990.0,4,2220,4228,2.0,0,0,3,2220,0,Seattle,0,2.0,0.0,1.0,0.0,0
2700000.0,5,5305,8401,2.0,0,2,3,3745,1560,Kirkland,9,4.0,1.0,0.0,0.0,0
1030000.0,3,3880,13095,2.0,0,3,3,3700,180,Kirkland,5,4.0,0.0,0.0,0.0,0
1130000.0,4,3810,8519,1.0,0,1,3,2680,1130,Kirkland,7,3.0,0.0,0.0,0.0,0
556000.0,3,1960,1168,2.0,0,0,3,1600,360,Issaquah,7,3.0,0.0,0.0,0.0,0
360000.0,3,1530,1131,3.0,0,0,3,1530,0,Seattle,5,2.0,0.0,1.0,0.0,0
480000.0,4,3250,34293,2.0,0,0,4,3250,0,Kent,31,2.0,0.0,0.0,0.0,0
324000.0,3,1750,7208,2.0,0,0,3,1750,0,Renton,20,2.0,0.0,1.0,0.0,0
1050000.0,4,3440,35021,2.0,0,0,3,3440,0,Kirkland,31,3.0,0.0,0.0,0.0,1
180000.0,3,870,5330,1.0,0,0,3,870,0,Covington,45,1.0,0.0,0.0,0.0,1
749000.0,4,2930,18199,2.0,0,0,3,2930,0,Sammamish,16,2.0,0.0,1.0,0.0,1
1600000.0,3,3160,12824,1.0,0,2,4,1820,1340,Bellevue,48,2.0,0.0,1.0,0.0,0
373500.0,2,800,3330,1.0,0,0,3,800,0,Seattle,96,1.0,0.0,0.0,0.0,0
770000.0,4,2350,8001,2.0,0,0,4,2350,0,Bellevue,27,2.0,0.0,1.0,0.0,0
356000.0,2,1060,16470,1.0,0,0,3,1060,0,Woodinville,37,1.0,1.0,0.0,0.0,1
625000.0,3,2060,12558,1.0,0,0,4,1350,710,Redmond,30,1.0,1.0,0.0,0.0,0
494400.0,2,1560,1750,1.0,0,0,4,780,780,Seattle,110,1.0,1.0,0.0,0.0,0
585000.0,4,3000,42200,1.0,0,3,3,1500,1500,Renton,64,1.0,1.0,0.0,0.0,1
926300.0,3,1660,4800,2.0,0,0,3,1660,0,Seattle,107,1.0,0.0,1.0,0.0,1
600000.0,3,1650,5100,1.0,0,0,5,1040,610,Seattle,106,1.0,1.0,0.0,0.0,0
430000.0,4,3220,8936,2.0,0,0,3,2450,770,Kent,24,3.0,0.0,0.0,0.0,1
307000.0,3,2320,7500,1.0,0,0,3,2320,0,Duvall,38,1.0,0.0,1.0,0.0,0
604700.0,4,2750,14982,1.0,0,3,3,1720,1030,Des Moines,33,2.0,1.0,0.0,0.0,1
219900.0,3,910,6000,1.0,0,0,2,910,0,Seattle,58,1.0,0.0,0.0,0.0,0
270000.0,2,840,867,2.0,0,0,3,840,0,Seattle,9,1.0,0.0,1.0,0.0,0
432000.0,3,1470,1578,2.0,0,0,3,1090,380,Seattle,7,2.0,0.0,0.0,0.0,0
300000.0,6,2040,10812,1.0,0,0,4,2040,0,Renton,71,2.0,0.0,0.0,0.0,0
361000.0,3,1100,4046,1.5,0,4,4,1100,0,Des Moines,92,1.0,0.0,0.0,0.0,0
249950.0,2,940,8532,1.0,0,0,4,940,0,Burien,55,1.0,0.0,0.0,0.0,0
320000.0,3,1110,10500,1.0,0,0,5,1110,0,North Bend,36,2.0,0.0,0.0,0.0,0
305000.0,4,2200,8100,1.5,0,0,5,1400,800,Seattle,72,1.0,1.0,0.0,0.0,0
503000.0,2,2860,59612,1.0,1,4,3,1510,1350,Federal Way,66,1.0,1.0,0.0,0.0,1
235750.0,2,740,11250,1.0,0,0,2,740,0,Seattle,76,1.0,0.0,0.0,0.0,0
657000.0,4,2740,8520,1.0,0,2,3,1370,1370,Seattle,60,1.0,1.0,0.0,0.0,1
385000.0,3,1250,7300,1.0,0,0,4,1250,0,Bellevue,58,1.0,0.0,0.0,0.0,0
389950.0,4,3140,8060,2.0,0,0,3,3140,0,Federal Way,23,2.0,0.0,1.0,0.0,0
150000.0,2,820,10270,1.0,0,0,3,820,0,Seattle,60,1.0,0.0,0.0,0.0,1
254500.0,4,2570,7264,2.0,0,0,3,1720,850,Auburn,16,2.0,1.0,0.0,0.0,1
555000.0,4,2350,8140,1.0,0,0,4,1430,920,Bellevue,37,2.0,0.0,0.0,0.0,0
1075000.0,4,3600,9200,1.0,0,4,4,2100,1500,Bellevue,38,3.0,0.0,0.0,0.0,1
245000.0,4,1580,8000,1.0,0,0,3,1040,540,Federal Way,47,2.0,0.0,0.0,0.0,1
319950.0,2,1070,5824,1.0,0,2,5,1070,0,Seattle,65,1.0,0.0,0.0,0.0,0
337000.0,3,1070,6109,1.0,0,0,5,1070,0,Seattle,63,1.0,0.0,0.0,0.0,0
492000.0,4,1640,5000,2.0,0,0,3,1640,0,Seattle,107,2.0,0.0,0.0,0.0,1
1170000.0,3,2890,12130,2.0,0,3,4,2830,60,Kirkland,27,2.0,1.0,0.0,0.0,0
348580.0,3,1220,7876,1.0,0,0,3,1220,0,Kirkland,48,1.0,0.0,0.0,0.0,1
180000.0,2,1400,4500,1.0,0,0,3,900,500,Renton,92,1.0,0.0,0.0,0.0,1
400000.0,3,1040,6250,1.0,0,0,3,1040,0,Seattle,72,1.0,0.0,0.0,0.0,1
295000.0,4,980,10640,1.0,0,0,5,980,0,North Bend,36,2.0,0.0,0.0,0.0,0
910000.0,4,3340,10890,1.5,0,0,3,2240,1100,Redmond,51,3.0,0.0,0.0,0.0,1
431500.0,3,1900,1612,2.0,0,0,3,1430,470,Seattle,6,3.0,0.0,1.0,0.0,0
180000.0,4,1740,7292,1.0,0,0,3,1020,720,SeaTac,52,1.0,0.0,1.0,0.0,1
677000.0,3,2000,3207,1.0,0,0,4,1100,900,Seattle,98,2.0,0.0,0.0,0.0,0
635700.0,4,3240,13978,1.0,0,0,3,1860,1380,Sammamish,37,2.0,0.0,1.0,0.0,1
482000.0,5,2230,9600,1.0,0,0,3,1320,910,Woodinville,36,2.0,0.0,0.0,0.0,0
168000.0,2,1160,2174,2.0,0,0,3,1160,0,Seattle,16,2.0,0.0,1.0,0.0,1
805000.0,4,2410,6000,1.0,0,0,5,1410,1000,Seattle,64,2.0,1.0,0.0,0.0,0
665000.0,4,2600,17388,2.0,0,0,3,2600,0,Newcastle,18,2.0,0.0,1.0,0.0,0
592500.0,4,2170,8240,1.0,0,0,4,1370,800,Redmond,46,3.0,0.0,0.0,0.0,0
940000.0,4,2080,4000,1.5,0,0,3,2080,0,Seattle,102,2.0,1.0,0.0,0.0,1
655000.0,4,2860,12394,2.0,0,0,3,2860,0,Sammamish,15,2.0,0.0,1.0,0.0,0
622500.0,4,2980,8107,2.0,0,0,3,2980,0,Snoqualmie,14,2.0,0.0,1.0,0.0,0
380000.0,2,1230,987,2.0,0,0,3,1060,170,Seattle,3,2.0,0.0,1.0,0.0,0
648360.0,4,2260,7005,1.0,0,1,4,1130,1130,Kirkland,67,1.0,1.0,0.0,0.0,1
432000.0,3,2200,14925,1.0,0,0,3,1100,1100,Redmond,32,2.0,1.0,0.0,0.0,0
1050000.0,4,3030,12590,1.5,0,0,4,3030,0,Bellevue,26,2.0,0.0,1.0,0.0,0
353250.0,2,1060,1600,2.0,0,0,3,1060,0,Seattle,35,1.0,0.0,0.0,0.0,1
1000000.0,4,4260,18687,2.0,0,0,3,4260,0,Sammamish,18,3.0,0.0,0.0,0.0,0
320000.0,3,998,844,2.0,0,0,3,798,200,Seattle,7,2.0,0.0,0.0,0.0,0
349900.0,4,2052,3723,2.0,0,0,3,2052,0,Federal Way,0,2.0,0.0,1.0,0.0,0
330000.0,4,3150,6202,2.0,0,0,3,3150,0,Kent,9,3.0,0.0,1.0,0.0,0
408000.0,3,1950,7221,1.0,0,0,4,1950,0,SeaTac,8,2.0,0.0,0.0,0.0,0
321000.0,3,1347,1292,3.0,0,0,3,1347,0,Seattle,4,2.0,0.0,0.0,0.0,0
1051000.0,4,3860,5474,2.5,0,0,3,3860,0,Issaquah,7,3.0,1.0,0.0,0.0,0
359000.0,3,1360,885,3.0,0,0,3,1360,0,Seattle,6,1.0,0.0,1.0,0.0,0
300000.0,5,2760,6000,2.0,0,0,3,2760,0,Seattle,8,2.0,0.0,1.0,0.0,0
380000.0,5,2420,4670,2.0,0,0,3,2420,0,Seattle,1,3.0,0.0,1.0,0.0,1
660000.0,3,2450,4332,2.0,0,0,3,2450,0,Redmond,4,2.0,0.0,1.0,0.0,0
355000.0,3,1280,959,3.0,0,0,3,1280,0,Seattle,9,2.0,0.0,0.0,0.0,0
259000.0,3,1550,3569,2.0,0,0,3,1550,0,Auburn,3,2.0,0.0,1.0,0.0,0
430000.0,2,1520,1588,2.0,0,0,3,1240,280,Seattle,7,2.0,0.0,1.0,0.0,0
460000.0,3,1670,4005,1.5,0,0,4,1170,500,Seattle,75,1.0,0.0,0.0,0.0,1
782000.0,4,2380,9614,2.0,0,0,4,2380,0,Bellevue,23,2.0,0.0,1.0,0.0,0
218000.0,3,960,9633,1.0,0,0,5,960,0,Enumclaw,32,1.0,0.0,0.0,0.0,0
325000.0,3,1920,6862,1.0,0,2,3,1120,800,Seattle,62,1.0,0.0,0.0,0.0,1
980000.0,4,3680,5854,1.0,0,3,3,2060,1620,Seattle,47,3.0,0.0,0.0,0.0,1
902000.0,4,2530,9200,1.0,0,0,5,1570,960,Bellevue,38,2.0,0.0,0.0,0.0,0
556000.0,5,3840,16905,2.0,0,0,3,3840,0,Federal Way,23,2.0,0.0,1.0,0.0,0
662990.0,3,1240,3600,1.5,0,0,5,1240,0,Seattle,88,1.0,1.0,0.0,0.0,0
225000.0,2,1300,11867,1.5,0,0,4,1300,0,Ravensdale,39,1.0,0.0,0.0,0.0,0
439950.0,4,2380,12067,2.0,0,0,3,2380,0,Renton,12,2.0,0.0,1.0,0.0,0
175000.0,2,1300,44431,1.0,0,0,5,1300,0,Auburn,56,1.0,0.0,0.0,0.0,0
306000.0,2,780,13500,1.0,0,0,4,780,0,Woodinville,68,1.0,0.0,0.0,0.0,1
235000.0,4,1810,39639,1.0,0,0,3,1230,580,Kent,44,2.0,0.0,1.0,0.0,1
399500.0,3,2420,12676,2.0,0,0,3,2420,0,North Bend,103,1.0,1.0,0.0,0.0,1
478000.0,3,1280,2580,1.5,0,0,3,1280,0,Seattle,104,1.0,0.0,0.0,0.0,1
515000.0,2,1680,6500,1.0,0,0,4,1140,540,Seattle,73,1.0,0.0,0.0,0.0,1
